VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
Water resources,External renewable water resources,Surface water: entering the country (total),Marshall Islands,2017,0,10^9 m3/year,-,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Marshall Islands,2018,0,10^9 m3/year,-,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Marshall Islands,2019,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Marshall Islands,2020,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Marshall Islands,2021,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Mauritania,2017,0,10^9 m3/year,-,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Mauritania,2018,0,10^9 m3/year,-,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Mauritania,2019,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Mauritania,2020,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Mauritania,2021,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Mauritius,2017,0,10^9 m3/year,-,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Mauritius,2018,0,10^9 m3/year,-,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Mauritius,2019,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Mauritius,2020,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Mauritius,2021,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Mexico,2017,53.31,10^9 m3/year,-,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Mexico,2018,53.31,10^9 m3/year,-,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Mexico,2019,53.31,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Mexico,2020,53.31,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Mexico,2021,53.31,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Micronesia (Federated States of),2017,0,10^9 m3/year,-,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Micronesia (Federated States of),2018,0,10^9 m3/year,-,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Micronesia (Federated States of),2019,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Micronesia (Federated States of),2020,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Micronesia (Federated States of),2021,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Mongolia,2017,0,10^9 m3/year,-,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Mongolia,2018,0,10^9 m3/year,-,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Mongolia,2019,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Mongolia,2020,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Mongolia,2021,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Morocco,2017,0,10^9 m3/year,-,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Morocco,2018,0,10^9 m3/year,-,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Morocco,2019,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Morocco,2020,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Morocco,2021,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Mozambique,2017,116.8,10^9 m3/year,-,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Mozambique,2018,116.8,10^9 m3/year,-,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Mozambique,2019,116.8,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Mozambique,2020,116.8,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Mozambique,2021,116.8,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Myanmar,2017,128.2,10^9 m3/year,-,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Myanmar,2018,128.2,10^9 m3/year,-,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Myanmar,2019,128.2,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Myanmar,2020,128.2,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Myanmar,2021,128.2,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Namibia,2017,11,10^9 m3/year,-,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Namibia,2018,11,10^9 m3/year,-,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Namibia,2019,11,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Namibia,2020,11,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Namibia,2021,11,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Nauru,2017,0,10^9 m3/year,-,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Nauru,2018,0,10^9 m3/year,-,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Nauru,2019,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Nauru,2020,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Nauru,2021,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Nepal,2017,12,10^9 m3/year,-,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Nepal,2018,12,10^9 m3/year,-,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Nepal,2019,12,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Nepal,2020,12,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Nepal,2021,12,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Netherlands (Kingdom of the),2017,80,10^9 m3/year,-,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Netherlands (Kingdom of the),2018,80,10^9 m3/year,-,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Netherlands (Kingdom of the),2019,80,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Netherlands (Kingdom of the),2020,80,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Netherlands (Kingdom of the),2021,80,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),New Zealand,2017,0,10^9 m3/year,-,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),New Zealand,2018,0,10^9 m3/year,-,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),New Zealand,2019,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),New Zealand,2020,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),New Zealand,2021,0,10^9 m3/year,I,FALSE
Water resources,External renewable water resources,Surface water: entering the country (total),Nicaragua,2017,8.31,10^9 m3/year,-,FALSE
